Year,Month,Season,Vehicle_Type,Region,City,Latitude,Longitude,Sales,Price,Advertising_Expenditure,Unemployment_Rate,GDP,Recession,Revenue
2019,4,Spring,SUV,South,Miami,25.7617,-80.1918,177.08,32.14,36.4,5.63,73.33,0,5691.0
2019,4,Spring,SUV,East,Philadelphia,39.9526,-75.1652,151.31,33.42,68.42,6.24,74.11,0,5056.6
2019,10,Fall,Van,East,Charlotte,35.2271,-80.8431,123.79,23.39,51.61,5.06,79.41,0,2895.25
2015,2,Winter,SUV,East,Philadelphia,39.9526,-75.1652,127.77,37.56,30.98,5.78,75.3,0,4799.28
2023,10,Fall,Coupe,East,Washington,38.9072,-77.0369,88.66,25.43,38.94,6.67,77.56,0,2254.48
2015,6,Summer,Sedan,North,Boston,42.3601,-71.0589,154.63,25.49,51.54,5.09,72.72,0,3940.94
2015,5,Spring,SUV,North,Detroit,42.3314,-83.0458,149.96,39.56,20.15,4.96,76.27,0,5931.69
2016,1,Winter,Truck,West,Seattle,47.6062,-122.3321,376.46604302087707,50.03,48.7,5.51,68.8,0,6252.38
2022,6,Summer,Sedan,Central,Denver,39.7392,-104.9903,204.68,26.52,51.31,4.31,77.89,0,5428.8
2015,12,Winter,SUV,Central,St. Louis,38.627,-90.1994,127.04,37.54,39.91,5.88,70.02,0,4769.11
2021,6,Summer,Electric,South,Atlanta,33.749,-84.388,80.49,37.72,35.5,9.6,74.9,1,3035.94
2023,3,Spring,Hatchback,West,Seattle,47.6062,-122.3321,137.79,20.97,64.2,4.04,82.33,0,2890.12
2019,3,Spring,Sedan,North,Chicago,41.8781,-87.6298,159.1,29.32,55.75,3.0,74.4,0,4665.29
2023,9,Fall,Hatchback,North,New York,40.7128,-74.006,108.69,24.58,58.27,4.95,80.48,0,2672.15
2016,10,Fall,Truck,West,Phoenix,33.4484,-112.074,98.28,41.37,50.52,7.11,69.06,0,4066.39
2020,10,Fall,Sedan,East,Philadelphia,39.9526,-75.1652,54.96,25.01,44.33,8.84,76.55,1,1374.46
2018,11,Fall,Truck,West,Los Angeles,34.0522,-118.2437,131.59,40.84,71.24,5.77,78.64,0,5373.98
2023,9,Fall,Truck,East,Philadelphia,39.9526,-75.1652,158.56,32.14,67.52,5.39,80.34,0,5095.48
2019,11,Fall,Sedan,South,Atlanta,33.749,-84.388,124.6,24.69,54.6,3.78,78.82,0,3076.38
2015,2,Winter,Van,Central,Denver,39.7392,-104.9903,104.76,34.02,68.84,5.42,70.9,0,3563.56
2020,6,Summer,SUV,East,Charlotte,35.2271,-80.8431,94.72,33.23,49.12,7.74,73.2,1,3147.64
2022,8,Summer,Sedan,Central,St. Louis,38.627,-90.1994,184.55,25.52,54.58,5.79,86.37,0,4709.3
2021,11,Fall,Coupe,West,Los Angeles,34.0522,-118.2437,93.13,29.4,66.07,5.12,78.05,0,2737.56
2021,11,Fall,Electric,South,Atlanta,33.749,-84.388,145.18,44.1,38.53,5.68,77.73,0,6401.67
2015,9,Fall,Hatchback,West,San Francisco,37.7749,-122.4194,110.55,20.95,42.19,5.29,73.92,0,2316.36
2019,9,Fall,Sedan,East,Washington,38.9072,-77.0369,156.85,29.86,50.08,3.0,77.7,0,4683.31
2016,10,Fall,Hatchback,Central,Minneapolis,44.9778,-93.265,388.5826381752965,15.97,61.24,4.04,69.93,0,1737.94
2015,5,Spring,Sedan,Central,Denver,39.7392,-104.9903,145.96,25.18,85.82,4.63,72.17,0,3675.96
2015,12,Winter,Sedan,North,Boston,42.3601,-71.0589,104.94,23.98,59.94,5.53,68.98,0,2516.17
2023,11,Fall,Coupe,East,Philadelphia,39.9526,-75.1652,138.84,24.25,70.05,3.66,79.31,0,3366.47
2017,9,Fall,SUV,Central,Denver,39.7392,-104.9903,155.24,36.68,53.96,3.45,72.07,0,5694.52
2016,12,Winter,Sedan,East,Philadelphia,39.9526,-75.1652,123.09,26.49,48.17,5.7,72.24,0,3261.23
2018,11,Fall,SUV,North,New York,40.7128,-74.006,149.2,48.34,76.55,6.03,75.03,0,7213.06
2022,8,Summer,Sedan,West,Los Angeles,34.0522,-118.2437,67.5408915301623,21.47,46.6,6.32,74.23,0,3018.57
2020,9,Fall,Hybrid,Central,Kansas City,39.0997,-94.5786,65.94,32.19,46.95,7.15,69.81,1,2122.21
2023,7,Summer,SUV,North,New York,40.7128,-74.006,181.46,30.68,77.25,5.03,81.24,0,5566.69
2019,10,Fall,Hatchback,East,Baltimore,39.2904,-76.6122,113.16,22.5,60.88,5.7,80.03,0,2546.67
2020,8,Summer,Coupe,West,Los Angeles,34.0522,-118.2437,53.32,25.48,45.42,10.61,62.31,1,1358.56
2017,12,Winter,Coupe,North,Detroit,42.3314,-83.0458,80.61,30.02,62.53,5.57,70.05,0,2419.66
2019,9,Fall,SUV,South,Atlanta,33.749,-84.388,173.43,35.22,59.15,4.54,71.04,0,6108.68
2016,1,Winter,SUV,North,Detroit,42.3314,-83.0458,130.57,28.03,41.44,6.25,76.88,0,3659.94
2016,1,Winter,Hatchback,South,Miami,25.7617,-80.1918,91.47,23.41,32.11,3.0,72.04,0,2140.94
2018,6,Summer,Coupe,Central,Minneapolis,44.9778,-93.265,106.43,28.88,28.22,6.24,74.18,0,3073.51
2017,11,Fall,Van,South,Dallas,32.7767,-96.797,131.52,37.39,49.76,3.96,74.16,0,4917.8
2022,3,Spring,SUV,East,Philadelphia,39.9526,-75.1652,164.17,38.51,45.52,4.52,76.21,0,6323.04
2022,12,Winter,SUV,North,New York,40.7128,-74.006,119.19,33.51,57.42,6.37,76.65,0,3994.65
2015,2,Winter,SUV,Central,Kansas City,39.0997,-94.5786,128.23,41.14,72.92,3.66,68.38,0,5275.08
2015,8,Summer,Sedan,West,Seattle,47.6062,-122.3321,137.21,23.11,36.09,3.39,71.68,0,3171.03
2023,11,Fall,Hatchback,East,Charlotte,35.2271,-80.8431,126.82,19.07,49.28,4.96,84.88,0,2418.44
2019,4,Spring,SUV,East,Washington,38.9072,-77.0369,157.27,38.68,49.57,4.39,78.28,0,6082.56
2021,7,Summer,Van,West,Seattle,47.6062,-122.3321,140.71,27.09,77.45,5.88,82.61,0,3811.51
2015,9,Fall,Sedan,Central,Kansas City,39.0997,-94.5786,101.46,24.19,63.93,6.33,67.18,0,2454.02
2018,5,Spring,SUV,Central,St. Louis,38.627,-90.1994,176.88,37.61,89.57,4.64,72.79,0,6653.09
2020,8,Summer,Hybrid,South,Houston,29.7604,-95.3698,66.71,26.37,35.17,9.52,62.01,1,1759.47
2016,4,Spring,Sedan,East,Baltimore,39.2904,-76.6122,125.44,25.53,61.95,5.69,74.53,0,3202.4
2018,8,Summer,Truck,West,Seattle,47.6062,-122.3321,138.18,37.58,47.25,5.91,74.75,0,5192.7
2023,9,Fall,Hatchback,Central,Denver,39.7392,-104.9903,101.88,20.17,59.98,5.64,79.25,0,2054.96
2022,4,Spring,Hatchback,South,Atlanta,33.749,-84.388,118.15,24.29,64.82,5.45,79.81,0,2869.99
2016,2,Winter,SUV,North,New York,40.7128,-74.006,493.84055047588004,30.24,64.38,3.56,70.84,0,4684.13
2015,10,Fall,SUV,North,Chicago,41.8781,-87.6298,142.77,30.74,50.43,4.93,72.57,0,4389.53
2018,3,Spring,SUV,West,San Francisco,37.7749,-122.4194,161.43,41.36,64.07,4.38,77.34,0,6677.39
2021,3,Spring,SUV,West,San Francisco,37.7749,-122.4194,78.99,32.42,59.29,8.22,61.94,1,2560.82
2016,3,Spring,Sedan,South,Atlanta,33.749,-84.388,127.63,25.42,60.36,5.08,71.16,0,3243.95
2021,1,Winter,Electric,North,Detroit,42.3314,-83.0458,62.51,50.22,23.79,8.67,72.09,1,3139.29
2017,9,Fall,Hybrid,North,Detroit,42.3314,-83.0458,131.99,35.32,33.45,5.67,76.58,0,4661.89
2019,9,Fall,Coupe,West,Seattle,47.6062,-122.3321,84.61,29.94,20.54,4.4,74.97,0,2533.13
2016,1,Winter,Coupe,South,Houston,29.7604,-95.3698,101.96,38.56,70.85,5.68,69.96,0,3931.14
2023,7,Summer,Hatchback,East,Philadelphia,39.9526,-75.1652,141.59,21.48,12.35,6.47,82.9,0,3041.85
2018,6,Summer,SUV,Central,St. Louis,38.627,-90.1994,166.88,33.6,58.85,5.18,71.26,0,5606.31
2015,4,Spring,Electric,East,Washington,38.9072,-77.0369,164.9,41.52,69.02,5.44,69.62,0,6847.28
2016,10,Fall,Truck,Central,Kansas City,39.0997,-94.5786,106.94,31.47,64.59,6.73,68.59,0,3365.12
2017,6,Summer,SUV,North,Detroit,42.3314,-83.0458,206.25,30.39,63.85,3.71,73.89,0,6267.13
2016,6,Summer,SUV,Central,Kansas City,39.0997,-94.5786,166.5,31.29,56.59,5.18,70.19,0,5210.38
2020,11,Fall,Sedan,South,Dallas,32.7767,-96.797,55.95,28.62,47.93,9.74,74.29,1,1601.37
2023,11,Fall,Van,East,Washington,38.9072,-77.0369,135.94,34.63,37.78,5.51,80.35,0,4707.65
2019,3,Spring,SUV,South,Atlanta,33.749,-84.388,157.48,22.79,47.75,4.51,74.92,0,3588.4
2015,4,Spring,Sedan,West,San Francisco,37.7749,-122.4194,137.05,31.86,44.7,3.8,72.21,0,4366.57
2022,9,Fall,Sedan,North,Chicago,41.8781,-87.6298,146.95,23.35,61.04,5.03,78.71,0,3431.56
2015,2,Winter,SUV,Central,Kansas City,39.0997,-94.5786,132.51,33.28,32.27,4.0,65.48,0,4410.42
2022,11,Fall,Electric,East,Baltimore,39.2904,-76.6122,174.58,43.51,72.31,4.64,77.75,0,7595.77
2021,10,Fall,Hatchback,West,Seattle,47.6062,-122.3321,89.57,21.98,51.94,4.69,79.11,0,1968.93
2017,10,Fall,Hatchback,West,Los Angeles,34.0522,-118.2437,90.81,19.27,19.58,5.69,73.88,0,1749.74
2020,11,Fall,SUV,West,Seattle,47.6062,-122.3321,48.14,33.25,47.86,9.46,57.45,1,1600.8
2019,11,Fall,Coupe,Central,Kansas City,39.0997,-94.5786,96.56,32.13,36.18,3.26,73.66,0,3102.07
2019,3,Spring,Hatchback,East,Charlotte,35.2271,-80.8431,108.87,21.98,40.24,5.88,77.89,0,2392.84
2022,1,Winter,Hatchback,North,Detroit,42.3314,-83.0458,96.61,16.33,63.23,6.55,84.77,0,1577.67
2021,10,Fall,Coupe,Central,Denver,39.7392,-104.9903,107.66,28.62,41.97,3.97,79.93,0,3081.47
2021,3,Spring,Van,South,Miami,25.7617,-80.1918,57.91,30.37,37.96,9.03,68.79,1,1758.9
2017,8,Summer,Van,South,Houston,29.7604,-95.3698,131.43,34.21,35.74,5.82,70.94,0,4496.04
2015,12,Winter,Hatchback,East,Baltimore,39.2904,-76.6122,93.82,21.5,59.78,4.82,73.78,0,2017.1
2023,5,Spring,Coupe,Central,Minneapolis,44.9778,-93.265,100.59,25.26,45.84,6.78,83.53,0,2540.86
2019,10,Fall,Truck,South,Atlanta,33.749,-84.388,135.71,39.87,47.1,6.48,78.12,0,5410.57
2021,10,Fall,Hatchback,Central,Denver,39.7392,-104.9903,142.78,23.87,52.38,4.53,85.43,0,3407.71
2020,3,Spring,Truck,East,Philadelphia,39.9526,-75.1652,76.93,38.27,26.85,8.6,68.73,1,2944.16
2020,9,Fall,Coupe,West,Los Angeles,34.0522,-118.2437,49.58,30.47,57.71,7.14,57.33,1,1510.35
2016,10,Fall,Truck,East,Baltimore,39.2904,-76.6122,138.61,37.26,24.01,5.86,68.59,0,5165.32
2023,12,Winter,Coupe,East,Washington,38.9072,-77.0369,120.35,33.1,60.85,5.69,84.75,0,3984.2
2022,5,Spring,Electric,Central,Kansas City,39.0997,-94.5786,168.45,52.35,46.62,3.56,87.6,0,8819.22
2015,4,Spring,SUV,East,Charlotte,35.2271,-80.8431,158.52,36.01,72.72,4.86,66.73,0,5708.41
2017,5,Spring,Coupe,West,San Francisco,37.7749,-122.4194,120.79,29.25,62.97,4.29,75.53,0,3532.81
2017,4,Spring,SUV,East,Charlotte,35.2271,-80.8431,184.76,25.85,35.33,4.33,70.44,0,4775.13
2015,8,Summer,SUV,North,Detroit,42.3314,-83.0458,174.67,36.43,53.11,5.38,72.38,0,6363.75
2017,8,Summer,SUV,North,Detroit,42.3314,-83.0458,138.52,37.01,62.96,4.37,75.5,0,5126.24
2017,6,Summer,SUV,North,Detroit,42.3314,-83.0458,176.65,28.42,60.54,5.39,72.36,0,5020.35
2019,7,Summer,Truck,Central,Kansas City,39.0997,-94.5786,173.89,36.01,49.0,4.06,75.42,0,6261.06
2019,7,Summer,SUV,Central,Denver,39.7392,-104.9903,153.32,37.5,33.33,4.9,74.53,0,5750.11
2023,3,Spring,SUV,West,Seattle,47.6062,-122.3321,197.49,36.11,46.43,4.3,83.42,0,7130.75
2019,3,Spring,Hatchback,South,Miami,25.7617,-80.1918,128.1,16.65,61.99,4.92,79.49,0,2132.32
2021,5,Spring,Sedan,Central,Kansas City,39.0997,-94.5786,71.79,29.45,14.67,8.82,78.6,1,2114.01
2019,8,Summer,Sedan,North,Chicago,41.8781,-87.6298,144.2,19.59,53.77,3.86,70.9,0,2824.55
2019,4,Spring,Coupe,South,Dallas,32.7767,-96.797,126.08,26.23,54.17,5.19,75.32,0,3306.65
2018,6,Summer,SUV,West,Seattle,47.6062,-122.3321,225.53,30.76,76.76,3.96,73.83,0,6937.26
2018,11,Fall,Sedan,Central,Denver,39.7392,-104.9903,135.21,21.69,49.4,5.74,75.37,0,2932.06
2021,5,Spring,Hybrid,South,Dallas,32.7767,-96.797,67.94,20.82,27.61,6.65,67.03,1,1414.16
2017,2,Winter,Coupe,Central,Kansas City,39.0997,-94.5786,91.74,25.85,48.62,3.97,71.54,0,2371.37
2017,3,Spring,SUV,North,Detroit,42.3314,-83.0458,173.2,24.81,57.38,5.35,65.85,0,4296.44
2017,12,Winter,SUV,East,Washington,38.9072,-77.0369,167.66,35.83,75.67,5.41,73.72,0,6007.14
2023,1,Winter,Sedan,North,Chicago,41.8781,-87.6298,152.85,31.19,51.09,5.09,81.94,0,4767.99
2023,8,Summer,Hybrid,North,New York,40.7128,-74.006,201.3,27.09,68.03,4.84,84.47,0,5453.27
2018,12,Winter,SUV,South,Dallas,32.7767,-96.797,111.64,32.78,67.98,6.12,76.62,0,3659.79
2017,3,Spring,Coupe,South,Miami,25.7617,-80.1918,104.19,26.86,25.4,5.37,76.5,0,2798.57
2023,9,Fall,SUV,North,New York,40.7128,-74.006,63.943525314237014,35.79,34.08,6.74,84.17,0,4827.65
2023,4,Spring,SUV,West,Seattle,47.6062,-122.3321,158.0,34.99,57.22,5.62,81.94,0,5529.03
2016,3,Spring,Sedan,West,San Francisco,37.7749,-122.4194,138.59,19.39,43.46,4.83,71.46,0,2687.5
2017,5,Spring,Van,West,Los Angeles,34.0522,-118.2437,111.28,28.4,63.92,3.82,74.16,0,3159.97
2018,6,Summer,Sedan,Central,Minneapolis,44.9778,-93.265,130.41,32.02,56.56,7.44,71.95,0,4175.16
2018,12,Winter,Hybrid,East,Philadelphia,39.9526,-75.1652,107.77,30.0,38.19,5.95,72.96,0,3233.23
2019,11,Fall,Coupe,East,Charlotte,35.2271,-80.8431,116.08,38.21,60.66,5.52,76.15,0,4435.72
2015,12,Winter,Coupe,West,Phoenix,33.4484,-112.074,93.34,34.73,36.71,5.64,66.66,0,3242.27
2022,10,Fall,SUV,West,Phoenix,33.4484,-112.074,140.58,20.41,35.05,4.81,77.4,0,2868.69
2016,3,Spring,Coupe,West,Phoenix,33.4484,-112.074,103.57,27.75,52.7,6.61,71.14,0,2874.59
2019,6,Summer,Van,North,New York,40.7128,-74.006,144.84,26.2,39.68,6.43,74.24,0,3794.22
2019,12,Winter,Sedan,North,Detroit,42.3314,-83.0458,102.83,22.95,46.0,5.6,77.72,0,2359.96
2015,5,Spring,Sedan,East,Washington,38.9072,-77.0369,148.56,31.93,45.24,4.23,70.95,0,4743.01
2018,4,Spring,Coupe,South,Atlanta,33.749,-84.388,97.59,26.61,76.26,7.56,71.23,0,2596.77
2019,3,Spring,Electric,South,Atlanta,33.749,-84.388,48.35016104110459,60.72,33.2,3.62,76.51,0,11468.05
2016,1,Winter,Hatchback,South,Atlanta,33.749,-84.388,76.32,18.69,52.55,4.9,65.12,0,1426.74
2022,8,Summer,SUV,West,San Francisco,37.7749,-122.4194,161.51,28.63,74.46,6.03,80.73,0,4623.2
2018,5,Spring,Truck,West,Seattle,47.6062,-122.3321,131.82,45.21,65.15,4.76,72.59,0,5960.14
2020,8,Summer,SUV,North,Boston,42.3601,-71.0589,69.17,43.39,50.27,10.04,64.26,1,3001.02
2019,8,Summer,SUV,Central,Denver,39.7392,-104.9903,196.98,31.89,47.06,3.21,77.59,0,6282.71
2016,9,Fall,Hybrid,Central,Kansas City,39.0997,-94.5786,139.83,25.99,79.32,4.81,71.41,0,3633.63
2017,12,Winter,Truck,North,New York,40.7128,-74.006,139.5,37.71,39.23,5.26,73.9,0,5259.94
2017,12,Winter,SUV,Central,Denver,39.7392,-104.9903,115.18,33.55,41.67,3.75,70.98,0,3863.89
2015,1,Winter,Sedan,West,San Francisco,37.7749,-122.4194,102.53,32.84,31.64,4.32,69.67,0,3367.17
2016,11,Fall,Truck,West,Seattle,47.6062,-122.3321,121.21,36.03,60.41,5.04,71.51,0,4367.18
2018,4,Spring,Truck,South,Miami,25.7617,-80.1918,138.87,37.19,30.0,5.76,75.65,0,5164.87
2022,6,Summer,Sedan,South,Dallas,32.7767,-96.797,166.97,33.41,68.79,4.79,72.32,0,5579.1
2019,9,Fall,Hatchback,North,New York,40.7128,-74.006,93.71,27.7,47.19,5.99,74.78,0,2595.51
2021,2,Winter,Hatchback,South,Houston,29.7604,-95.3698,40.02,20.53,39.71,10.97,66.93,1,821.56
2021,3,Spring,Electric,Central,Minneapolis,44.9778,-93.265,61.89,41.05,32.54,9.66,60.44,1,2540.73
2016,7,Summer,SUV,Central,Denver,39.7392,-104.9903,168.51,40.08,54.87,6.05,72.7,0,6754.21
2023,11,Fall,Truck,South,Atlanta,33.749,-84.388,167.71,29.64,57.29,6.73,84.95,0,4971.69
2021,1,Winter,Coupe,West,Los Angeles,34.0522,-118.2437,41.6,23.32,36.71,9.78,65.65,1,970.01
2022,12,Winter,Hatchback,Central,Minneapolis,44.9778,-93.265,106.56,23.18,26.59,6.52,79.76,0,2469.65
2017,12,Winter,Truck,South,Atlanta,33.749,-84.388,115.96,35.32,18.43,4.69,71.04,0,4096.18
2019,1,Winter,Electric,Central,St. Louis,38.627,-90.1994,162.99,32.27,42.85,5.87,76.16,0,5259.62
2016,6,Summer,SUV,North,Detroit,42.3314,-83.0458,194.75,34.66,59.29,3.34,79.67,0,6749.66
2015,1,Winter,Sedan,Central,Kansas City,39.0997,-94.5786,105.66,24.16,59.5,4.7,70.31,0,2552.86
2021,4,Spring,Truck,West,Seattle,47.6062,-122.3321,166.79410791201684,46.58,36.24,6.2,58.93,1,2800.79
2023,4,Spring,SUV,South,Atlanta,33.749,-84.388,164.3,42.33,46.84,5.65,87.13,0,6954.85
2016,2,Winter,Sedan,West,Los Angeles,34.0522,-118.2437,103.03,30.03,59.37,5.02,65.7,0,3094.29
2016,6,Summer,Hybrid,North,Boston,42.3601,-71.0589,175.52,33.5,56.16,4.31,69.35,0,5880.21
2022,7,Summer,Truck,South,Houston,29.7604,-95.3698,188.77,41.86,10.22,5.59,81.93,0,7901.51
2021,1,Winter,SUV,North,Boston,42.3601,-71.0589,57.6,31.13,38.34,8.46,58.83,1,1792.94
2019,9,Fall,Electric,Central,Kansas City,39.0997,-94.5786,190.5,48.7,48.26,4.26,71.98,0,9277.4
2019,9,Fall,Hybrid,West,Phoenix,33.4484,-112.074,158.06,27.52,51.95,6.36,76.25,0,4350.19
2017,7,Summer,Sedan,South,Miami,25.7617,-80.1918,154.44,22.16,59.55,4.43,71.66,0,3421.62
2021,3,Spring,Truck,North,Chicago,41.8781,-87.6298,74.28,40.59,48.77,9.05,69.79,1,3015.16
2015,7,Summer,SUV,Central,St. Louis,38.627,-90.1994,162.54,34.53,61.38,6.57,71.48,0,5612.03
2018,10,Fall,Hatchback,West,Los Angeles,34.0522,-118.2437,115.03,25.02,58.19,4.88,78.85,0,2878.1
2019,10,Fall,Hatchback,South,Atlanta,33.749,-84.388,133.2,15.0,25.1,3.38,72.74,0,1997.96
2016,10,Fall,Coupe,West,Los Angeles,34.0522,-118.2437,97.15,39.27,40.17,3.7,74.72,0,3815.01
2019,2,Winter,Coupe,North,New York,40.7128,-74.006,91.76,27.17,54.16,4.74,79.86,0,2493.35
2021,5,Spring,Sedan,West,San Francisco,37.7749,-122.4194,58.21,21.26,60.48,8.04,64.73,1,1237.55
2022,3,Spring,SUV,North,Boston,42.3601,-71.0589,178.09,36.77,64.5,6.06,78.29,0,6547.47
2021,4,Spring,Sedan,East,Philadelphia,39.9526,-75.1652,80.52,31.82,55.8,9.02,78.92,1,2562.35
2019,10,Fall,Sedan,North,Boston,42.3601,-71.0589,130.49,23.78,19.92,5.43,75.8,0,3103.29
2022,4,Spring,Truck,East,Baltimore,39.2904,-76.6122,132.06,54.56,41.92,6.11,72.26,0,7204.73
2017,3,Spring,SUV,West,Phoenix,33.4484,-112.074,154.84,36.98,44.6,4.17,69.87,0,5725.87
2020,3,Spring,SUV,West,Los Angeles,34.0522,-118.2437,54.45,34.78,53.84,8.66,60.81,1,1893.67
2022,12,Winter,SUV,West,Seattle,47.6062,-122.3321,153.56,40.4,38.47,3.85,78.27,0,6203.67
2020,4,Spring,SUV,Central,Minneapolis,44.9778,-93.265,74.94,31.87,60.95,8.21,62.5,1,2388.06
2019,5,Spring,SUV,South,Houston,29.7604,-95.3698,211.27,40.91,63.04,3.67,78.32,0,8643.85
2023,10,Fall,Coupe,North,Detroit,42.3314,-83.0458,105.33,30.24,68.35,7.33,79.91,0,3185.37
2016,1,Winter,Electric,Central,St. Louis,38.627,-90.1994,148.73,43.17,49.74,6.21,70.11,0,6420.26
2016,12,Winter,SUV,North,Chicago,41.8781,-87.6298,147.92,35.18,36.49,3.71,69.03,0,5204.37
2018,8,Summer,Van,Central,Minneapolis,44.9778,-93.265,141.64,38.96,60.21,4.12,70.69,0,5518.52
2016,3,Spring,Electric,East,Washington,38.9072,-77.0369,65.61049668471412,51.04,65.89,5.66,69.22,0,7799.18
2015,11,Fall,Sedan,East,Philadelphia,39.9526,-75.1652,97.96,30.26,31.91,5.33,67.52,0,2964.01
2022,11,Fall,Hatchback,North,Boston,42.3601,-71.0589,124.6,23.9,63.97,5.4,82.22,0,2978.06
2022,7,Summer,Sedan,North,New York,40.7128,-74.006,166.95,26.99,46.95,5.21,81.87,0,4506.6
2017,9,Fall,Sedan,Central,St. Louis,38.627,-90.1994,137.12,32.38,34.53,5.73,71.2,0,4439.69
2021,8,Summer,Sedan,South,Miami,25.7617,-80.1918,56.43726576118624,24.86,62.09,6.93,83.59,0,3673.53
2021,8,Summer,Truck,East,Philadelphia,39.9526,-75.1652,200.57,40.77,38.44,5.07,80.9,0,8176.41
2023,11,Fall,Truck,North,Detroit,42.3314,-83.0458,36.680993033829225,43.08,42.24,4.13,76.7,0,5389.24
2019,4,Spring,Truck,Central,Minneapolis,44.9778,-93.265,167.35,37.04,43.24,4.08,77.38,0,6198.16
2017,2,Winter,Hybrid,Central,Minneapolis,44.9778,-93.265,119.4,37.28,48.14,5.57,76.92,0,4450.58
2018,2,Winter,Hybrid,Central,Kansas City,39.0997,-94.5786,159.27,31.96,76.01,3.78,78.56,0,5090.02
2020,6,Summer,SUV,South,Miami,25.7617,-80.1918,67.93,32.55,67.72,7.55,55.87,1,2211.26
2022,6,Summer,Hybrid,East,Charlotte,35.2271,-80.8431,211.16,20.02,55.52,3.6,78.43,0,4226.91
2016,10,Fall,SUV,South,Atlanta,33.749,-84.388,109.53,25.79,35.24,5.88,64.86,0,2824.63
2021,6,Summer,Sedan,Central,St. Louis,38.627,-90.1994,38.61290046511807,28.69,75.96,7.62,66.44,1,2321.07
2021,3,Spring,SUV,North,Boston,42.3601,-71.0589,83.98,40.79,54.18,8.35,75.09,1,3425.48
2018,4,Spring,Sedan,Central,Denver,39.7392,-104.9903,112.34,15.0,10.0,7.12,72.95,0,1685.14
2021,6,Summer,Truck,Central,St. Louis,38.627,-90.1994,77.21,42.39,59.75,8.72,77.26,1,3272.74
2016,1,Winter,Sedan,East,Philadelphia,39.9526,-75.1652,105.46,24.71,39.45,4.45,74.23,0,2606.02
2016,1,Winter,Truck,West,San Francisco,37.7749,-122.4194,104.33,34.73,49.55,5.4,67.34,0,3623.0
2016,7,Summer,Sedan,South,Houston,29.7604,-95.3698,141.77,21.01,50.89,4.29,69.34,0,2979.07
2023,7,Summer,Sedan,East,Philadelphia,39.9526,-75.1652,172.17,20.18,44.27,3.0,78.09,0,3474.31
2022,3,Spring,SUV,North,Chicago,41.8781,-87.6298,160.43,32.28,60.95,4.81,81.81,0,5179.33
2018,10,Fall,Truck,Central,Kansas City,39.0997,-94.5786,168.61,42.05,32.69,3.47,80.25,0,7090.59
2022,1,Winter,SUV,East,Baltimore,39.2904,-76.6122,137.38,36.39,68.75,4.47,80.08,0,4998.86
2015,10,Fall,Electric,East,Washington,38.9072,-77.0369,104.15,33.46,48.05,4.29,67.02,0,3485.31
2022,8,Summer,SUV,Central,Kansas City,39.0997,-94.5786,213.28,38.76,38.14,4.1,82.72,0,8267.1
2019,10,Fall,Hybrid,East,Philadelphia,39.9526,-75.1652,157.24,34.21,26.63,4.94,76.31,0,5379.31
2018,3,Spring,Sedan,West,San Francisco,37.7749,-122.4194,99.11,23.27,32.69,6.14,74.19,0,2306.77
2015,2,Winter,Coupe,North,Boston,42.3601,-71.0589,85.03,30.52,29.95,4.75,70.69,0,2595.12
2019,3,Spring,Truck,East,Baltimore,39.2904,-76.6122,152.83,35.94,40.39,4.64,72.75,0,5492.47
2021,10,Fall,Electric,East,Philadelphia,39.9526,-75.1652,132.54,44.7,43.74,4.99,77.98,0,5924.77
2021,6,Summer,SUV,South,Atlanta,33.749,-84.388,97.71,35.06,59.26,6.05,70.72,1,3425.87
2019,8,Summer,Electric,South,Miami,25.7617,-80.1918,173.6,48.59,69.49,5.25,72.57,0,8435.87
2023,8,Summer,Sedan,North,New York,40.7128,-74.006,160.34,21.67,70.28,3.21,86.81,0,3474.7
2020,3,Spring,Sedan,Central,Minneapolis,44.9778,-93.265,59.51,30.38,51.34,5.9,58.36,1,1807.99
2023,4,Spring,Electric,West,Los Angeles,34.0522,-118.2437,178.09,45.05,41.64,3.98,74.9,0,8023.5
2017,2,Winter,Truck,Central,Kansas City,39.0997,-94.5786,101.85,44.56,52.13,6.37,70.48,0,4538.45
2018,8,Summer,SUV,East,Baltimore,39.2904,-76.6122,168.47,38.48,30.04,4.32,68.35,0,6482.59
2023,1,Winter,Truck,South,Atlanta,33.749,-84.388,156.96,41.18,54.66,4.61,80.05,0,6463.61
2022,5,Spring,Van,South,Dallas,32.7767,-96.797,158.57,32.49,46.97,4.47,78.82,0,5151.69
2019,6,Summer,Hatchback,East,Washington,38.9072,-77.0369,268.5313917998743,27.09,41.9,6.38,76.59,0,2904.69
2023,5,Spring,Hatchback,South,Dallas,32.7767,-96.797,114.61,15.0,49.7,5.55,81.41,0,1719.1
2017,4,Spring,SUV,West,Seattle,47.6062,-122.3321,160.9,38.96,31.56,5.58,73.4,0,6267.73
2016,9,Fall,Coupe,Central,Minneapolis,44.9778,-93.265,85.19,27.03,36.46,7.97,75.35,0,2302.77
2019,12,Winter,SUV,North,New York,40.7128,-74.006,135.7,41.53,47.88,5.09,80.03,0,5635.08
2023,4,Spring,Electric,West,Los Angeles,34.0522,-118.2437,180.76,45.61,61.3,4.6,79.48,0,8244.31
